Sample in Buffer,Sample in Window,TRIGGER,adc_ready,dds_m_tvalid_out,ila_probe3[15:0]
2117,2117,0,1,1,-8097
2118,2118,0,1,1,-1594
2119,2119,0,1,1,4974
2120,2120,0,1,1,11341
2121,2121,0,1,1,17252
2122,2122,0,1,1,22467
2123,2123,0,1,1,26777
2124,2124,0,1,1,30009
2125,2125,0,1,1,32032
2126,2126,0,1,1,32764
2127,2127,0,1,1,32177
2128,2128,0,1,1,30293
2129,2129,0,1,1,27189
2130,2130,0,1,1,22990
2131,2131,0,1,1,17864
2132,2132,0,1,1,12019
2133,2133,0,1,1,5690
2134,2134,0,1,1,-868
2135,2135,0,1,1,-7392
2136,2136,0,1,1,-13618
2137,2137,0,1,1,-19295
2138,2138,0,1,1,-24195
2139,2139,0,1,1,-28120
2140,2140,0,1,1,-30912
2141,2141,0,1,1,-32459
2142,2142,0,1,1,-32699
2143,2143,0,1,1,-31621
2144,2144,0,1,1,-29270
2145,2145,0,1,1,-25739
2146,2146,0,1,1,-21171
2147,2147,0,1,1,-15751
2148,2148,0,1,1,-9696
2149,2149,0,1,1,-3251
2150,2150,0,1,1,3326
2151,2151,0,1,1,9768
2152,2152,0,1,1,15817
2153,2153,0,1,1,21229
2154,2154,0,1,1,25785
2155,2155,0,1,1,29303
2156,2156,0,1,1,31641
2157,2157,0,1,1,32703
2158,2158,0,1,1,32449
2159,2159,0,1,1,30887
2160,2160,0,1,1,28081
2161,2161,0,1,1,24144
2162,2162,0,1,1,19234
2163,2163,0,1,1,13549
2164,2164,0,1,1,7318
2165,2165,0,1,1,793
2166,2166,0,1,1,-5764
2167,2167,0,1,1,-12089
2168,2168,0,1,1,-17927
2169,2169,0,1,1,-23043
2170,2170,0,1,1,-27231
2171,2171,0,1,1,-30321
2172,2172,0,1,1,-32191
2173,2173,0,1,1,-32763
2174,2174,0,1,1,-32016
2175,2175,0,1,1,-29979
2176,2176,0,1,1,-26734
2177,2177,0,1,1,-22412
2178,2178,0,1,1,-17187
2179,2179,0,1,1,-11270
2180,2180,0,1,1,-4899
2181,2181,0,1,1,1669
2182,2182,0,1,1,8170
2183,2183,0,1,1,14342
2184,2184,0,1,1,19936
2185,2185,0,1,1,24727
2186,2186,0,1,1,28522
2187,2187,0,1,1,31168
2188,2188,0,1,1,32559
2189,2189,0,1,1,32638
2190,2190,0,1,1,31402
2191,2191,0,1,1,28901
2192,2192,0,1,1,25236
2193,2193,0,1,1,20554
2194,2194,0,1,1,15044
2195,2195,0,1,1,8928
2196,2196,0,1,1,2453
2197,2197,0,1,1,-4122
2198,2198,0,1,1,-10530
2199,2199,0,1,1,-16514
2200,2200,0,1,1,-21833
2201,2201,0,1,1,-26272
2202,2202,0,1,1,-29653
2203,2203,0,1,1,-31839
2204,2204,0,1,1,-32743
2205,2205,0,1,1,-32328
2206,2206,0,1,1,-30610
2207,2207,0,1,1,-27660
2208,2208,0,1,1,-23595
2209,2209,0,1,1,-18579
2210,2210,0,1,1,-12816
2211,2211,0,1,1,-6536
2212,2212,0,1,1,8
2213,2213,0,1,1,6551
2214,2214,0,1,1,12830
2215,2215,0,1,1,18592
2216,2216,0,1,1,23606
2217,2217,0,1,1,27668
2218,2218,0,1,1,30616
2219,2219,0,1,1,32330
2220,2220,0,1,1,32743
2221,2221,0,1,1,31836
2222,2222,0,1,1,29646
2223,2223,0,1,1,26263
2224,2224,0,1,1,21821
2225,2225,0,1,1,16500
2226,2226,0,1,1,10515
2227,2227,0,1,1,4106
2228,2228,0,1,1,-2468
2229,2229,0,1,1,-8943
2230,2230,0,1,1,-15058
2231,2231,0,1,1,-20566
2232,2232,0,1,1,-25246
2233,2233,0,1,1,-28908
2234,2234,0,1,1,-31406
2235,2235,0,1,1,-32639
2236,2236,0,1,1,-32557
2237,2237,0,1,1,-31164
2238,2238,0,1,1,-28515
2239,2239,0,1,1,-24717
2240,2240,0,1,1,-19924
2241,2241,0,1,1,-14328
2242,2242,0,1,1,-8155
2243,2243,0,1,1,-1653
2244,2244,0,1,1,4915
2245,2245,0,1,1,11285
2246,2246,0,1,1,17201
2247,2247,0,1,1,22423
2248,2248,0,1,1,26743
2249,2249,0,1,1,29985
2250,2250,0,1,1,32019
2251,2251,0,1,1,32763
2252,2252,0,1,1,32188
2253,2253,0,1,1,30316
2254,2254,0,1,1,27222
2255,2255,0,1,1,23032
2256,2256,0,1,1,17914
2257,2257,0,1,1,12075
2258,2258,0,1,1,5749
2259,2259,0,1,1,-809
2260,2260,0,1,1,-7334
2261,2261,0,1,1,-13563
2262,2262,0,1,1,-19246
2263,2263,0,1,1,-24154
2264,2264,0,1,1,-28089
2265,2265,0,1,1,-30892
2266,2266,0,1,1,-32451
2267,2267,0,1,1,-32702
2268,2268,0,1,1,-31637
2269,2269,0,1,1,-29296
2270,2270,0,1,1,-25776
2271,2271,0,1,1,-21217
2272,2272,0,1,1,-15803
2273,2273,0,1,1,-9753
2274,2274,0,1,1,-3310
2275,2275,0,1,1,3266
2276,2276,0,1,1,9711
2277,2277,0,1,1,15765
2278,2278,0,1,1,21183
2279,2279,0,1,1,25749
2280,2280,0,1,1,29277
2281,2281,0,1,1,31625
2282,2282,0,1,1,32700
2283,2283,0,1,1,32457
2284,2284,0,1,1,30907
2285,2285,0,1,1,28112
2286,2286,0,1,1,24184
2287,2287,0,1,1,19282
2288,2288,0,1,1,13603
2289,2289,0,1,1,7377
2290,2290,0,1,1,853
2291,2291,0,1,1,-5705
2292,2292,0,1,1,-12034
2293,2293,0,1,1,-17877
2294,2294,0,1,1,-23001
2295,2295,0,1,1,-27198
2296,2296,0,1,1,-30299
2297,2297,0,1,1,-32179
2298,2298,0,1,1,-32764
2299,2299,0,1,1,-32028
2300,2300,0,1,1,-30003
2301,2301,0,1,1,-26768
2302,2302,0,1,1,-22455
2303,2303,0,1,1,-17238
2304,2304,0,1,1,-11326
2305,2305,0,1,1,-4958
2306,2306,0,1,1,1609
2307,2307,0,1,1,8112
2308,2308,0,1,1,14288
2309,2309,0,1,1,19889
2310,2310,0,1,1,24688
2311,2311,0,1,1,28493
2312,2312,0,1,1,31150
2313,2313,0,1,1,32552
2314,2314,0,1,1,32643
2315,2315,0,1,1,31419
2316,2316,0,1,1,28929
2317,2317,0,1,1,25274
2318,2318,0,1,1,20600
2319,2319,0,1,1,15097
2320,2320,0,1,1,8986
2321,2321,0,1,1,2512
2322,2322,0,1,1,-4062
2323,2323,0,1,1,-10473
2324,2324,0,1,1,-16462
2325,2325,0,1,1,-21788
2326,2326,0,1,1,-26236
2327,2327,0,1,1,-29627
2328,2328,0,1,1,-31825
2329,2329,0,1,1,-32741
2330,2330,0,1,1,-32338
2331,2331,0,1,1,-30632
2332,2332,0,1,1,-27692
2333,2333,0,1,1,-23636
2334,2334,0,1,1,-18629
2335,2335,0,1,1,-12871
2336,2336,0,1,1,-6594
2337,2337,0,1,1,-52
2338,2338,0,1,1,6492
2339,2339,0,1,1,12775
2340,2340,0,1,1,18543
2341,2341,0,1,1,23564
2342,2342,0,1,1,27636
2343,2343,0,1,1,30595
2344,2344,0,1,1,32321
2345,2345,0,1,1,32745
2346,2346,0,1,1,31850
2347,2347,0,1,1,29672
2348,2348,0,1,1,26298
2349,2349,0,1,1,21865
2350,2350,0,1,1,16552
2351,2351,0,1,1,10571
2352,2352,0,1,1,4165
2353,2353,0,1,1,-2409
2354,2354,0,1,1,-8886
2355,2355,0,1,1,-15005
2356,2356,0,1,1,-20519
2357,2357,0,1,1,-25207
2358,2358,0,1,1,-28880
2359,2359,0,1,1,-31389
2360,2360,0,1,1,-32634
2361,2361,0,1,1,-32564
2362,2362,0,1,1,-31182
2363,2363,0,1,1,-28544
2364,2364,0,1,1,-24756
2365,2365,0,1,1,-19971
2366,2366,0,1,1,-14382
2367,2367,0,1,1,-8213
2368,2368,0,1,1,-1713
2369,2369,0,1,1,4856
2370,2370,0,1,1,11229
2371,2371,0,1,1,17150
2372,2372,0,1,1,22380
2373,2373,0,1,1,26708
2374,2374,0,1,1,29961
2375,2375,0,1,1,32006
2376,2376,0,1,1,32762
2377,2377,0,1,1,32199
2378,2378,0,1,1,30338
2379,2379,0,1,1,27255
2380,2380,0,1,1,23074
2381,2381,0,1,1,17964
2382,2382,0,1,1,12130
2383,2383,0,1,1,5807
2384,2384,0,1,1,-749
2385,2385,0,1,1,-7276
2386,2386,0,1,1,-13509
2387,2387,0,1,1,-19198
2388,2388,0,1,1,-24114
2389,2389,0,1,1,-28058
2390,2390,0,1,1,-30872
2391,2391,0,1,1,-32443
2392,2392,0,1,1,-32706
2393,2393,0,1,1,-31652
2394,2394,0,1,1,-29323
2395,2395,0,1,1,-25813
2396,2396,0,1,1,-21262
2397,2397,0,1,1,-15856
2398,2398,0,1,1,-9810
2399,2399,0,1,1,-3369
2400,2400,0,1,1,3207
2401,2401,0,1,1,9654
2402,2402,0,1,1,15712
2403,2403,0,1,1,21138
2404,2404,0,1,1,25712
2405,2405,0,1,1,29250
2406,2406,0,1,1,31609
2407,2407,0,1,1,32696
2408,2408,0,1,1,32465
2409,2409,0,1,1,30927
2410,2410,0,1,1,28142
2411,2411,0,1,1,24224
2412,2412,0,1,1,19330
2413,2413,0,1,1,13658
2414,2414,0,1,1,7435
2415,2415,0,1,1,912
2416,2416,0,1,1,-5647
2417,2417,0,1,1,-11978
2418,2418,0,1,1,-17827
2419,2419,0,1,1,-22958
2420,2420,0,1,1,-27164
2421,2421,0,1,1,-30276
2422,2422,0,1,1,-32168
2423,2423,0,1,1,-32764
2424,2424,0,1,1,-32041
2425,2425,0,1,1,-30026
2426,2426,0,1,1,-26803
2427,2427,0,1,1,-22499
2428,2428,0,1,1,-17289
2429,2429,0,1,1,-11382
2430,2430,0,1,1,-5017
2431,2431,0,1,1,1550
2432,2432,0,1,1,8054
2433,2433,0,1,1,14235
2434,2434,0,1,1,19841
2435,2435,0,1,1,24649
2436,2436,0,1,1,28463
2437,2437,0,1,1,31131
2438,2438,0,1,1,32545
2439,2439,0,1,1,32648
2440,2440,0,1,1,31436
2441,2441,0,1,1,28957
2442,2442,0,1,1,25312
2443,2443,0,1,1,20647
2444,2444,0,1,1,15150
2445,2445,0,1,1,9043
2446,2446,0,1,1,2572
2447,2447,0,1,1,-4003
2448,2448,0,1,1,-10417
2449,2449,0,1,1,-16411
2450,2450,0,1,1,-21744
2451,2451,0,1,1,-26200
2452,2452,0,1,1,-29602
2453,2453,0,1,1,-31811
2454,2454,0,1,1,-32738
2455,2455,0,1,1,-32347
2456,2456,0,1,1,-30653
2457,2457,0,1,1,-27724
2458,2458,0,1,1,-23678
2459,2459,0,1,1,-18678
2460,2460,0,1,1,-12925
2461,2461,0,1,1,-6652
2462,2462,0,1,1,-112
2463,2463,0,1,1,6434
2464,2464,0,1,1,12720
2465,2465,0,1,1,18494
2466,2466,0,1,1,23523
2467,2467,0,1,1,27604
2468,2468,0,1,1,30573
2469,2469,0,1,1,32311
2470,2470,0,1,1,32747
2471,2471,0,1,1,31864
2472,2472,0,1,1,29697
2473,2473,0,1,1,26334
2474,2474,0,1,1,21910
2475,2475,0,1,1,16603
2476,2476,0,1,1,10628
2477,2477,0,1,1,4224
2478,2478,0,1,1,-2349
2479,2479,0,1,1,-8828
2480,2480,0,1,1,-14952
2481,2481,0,1,1,-20473
2482,2482,0,1,1,-25169
2483,2483,0,1,1,-28852
2484,2484,0,1,1,-31372
2485,2485,0,1,1,-32628
2486,2486,0,1,1,-32570
2487,2487,0,1,1,-31200
2488,2488,0,1,1,-28573
2489,2489,0,1,1,-24795
2490,2490,0,1,1,-20018
2491,2491,0,1,1,-14435
2492,2492,0,1,1,-8270
2493,2493,0,1,1,-1772
2494,2494,0,1,1,4797
2495,2495,0,1,1,11173
2496,2496,0,1,1,17099
2497,2497,0,1,1,22336
2498,2498,0,1,1,26674
2499,2499,0,1,1,29937
2500,2500,0,1,1,31993
2501,2501,0,1,1,32762
2502,2502,0,1,1,32210
2503,2503,0,1,1,30361
2504,2504,0,1,1,27288
2505,2505,0,1,1,23117
2506,2506,0,1,1,18014
2507,2507,0,1,1,12186
2508,2508,0,1,1,5866
2509,2509,0,1,1,-689
2510,2510,0,1,1,-7217
2511,2511,0,1,1,-13455
2512,2512,0,1,1,-19150
2513,2513,0,1,1,-24073
2514,2514,0,1,1,-28027
2515,2515,0,1,1,-30852
2516,2516,0,1,1,-32434
2517,2517,0,1,1,-32710
2518,2518,0,1,1,-31667
2519,2519,0,1,1,-29350
2520,2520,0,1,1,-25849
2521,2521,0,1,1,-21308
2522,2522,0,1,1,-15908
2523,2523,0,1,1,-9867
2524,2524,0,1,1,-3429
2525,2525,0,1,1,3148
2526,2526,0,1,1,9597
2527,2527,0,1,1,15660
2528,2528,0,1,1,21092
2529,2529,0,1,1,25675
2530,2530,0,1,1,29223
2531,2531,0,1,1,31594
2532,2532,0,1,1,32692
2533,2533,0,1,1,32473
2534,2534,0,1,1,30946
2535,2535,0,1,1,28173
2536,2536,0,1,1,24264
2537,2537,0,1,1,19378
2538,2538,0,1,1,13712
2539,2539,0,1,1,7493
2540,2540,0,1,1,972
2541,2541,0,1,1,-5588
2542,2542,0,1,1,-11923
2543,2543,0,1,1,-17777
2544,2544,0,1,1,-22916
2545,2545,0,1,1,-27131
2546,2546,0,1,1,-30253
2547,2547,0,1,1,-32157
2548,2548,0,1,1,-32765
2549,2549,0,1,1,-32053
2550,2550,0,1,1,-30050
2551,2551,0,1,1,-26837
2552,2552,0,1,1,-22542
2553,2553,0,1,1,-17340
2554,2554,0,1,1,-11438
2555,2555,0,1,1,-5076
2556,2556,0,1,1,1490
2557,2557,0,1,1,7997
2558,2558,0,1,1,14181
2559,2559,0,1,1,19794
2560,2560,0,1,1,24610
2561,2561,0,1,1,28434
2562,2562,0,1,1,31113
2563,2563,0,1,1,32538
2564,2564,0,1,1,32653
2565,2565,0,1,1,31452
2566,2566,0,1,1,28985
2567,2567,0,1,1,25349
2568,2568,0,1,1,20693
2569,2569,0,1,1,15203
2570,2570,0,1,1,9100
2571,2571,0,1,1,2631
2572,2572,0,1,1,-3944
2573,2573,0,1,1,-10360
2574,2574,0,1,1,-16359
2575,2575,0,1,1,-21699
2576,2576,0,1,1,-26165
2577,2577,0,1,1,-29576
2578,2578,0,1,1,-31797
2579,2579,0,1,1,-32736
2580,2580,0,1,1,-32357
2581,2581,0,1,1,-30674
2582,2582,0,1,1,-27755
2583,2583,0,1,1,-23719
2584,2584,0,1,1,-18727
2585,2585,0,1,1,-12980
2586,2586,0,1,1,-6711
2587,2587,0,1,1,-171
2588,2588,0,1,1,6375
2589,2589,0,1,1,12665
2590,2590,0,1,1,18445
2591,2591,0,1,1,23481
2592,2592,0,1,1,27572
2593,2593,0,1,1,30552
2594,2594,0,1,1,32301
2595,2595,0,1,1,32749
2596,2596,0,1,1,31878
2597,2597,0,1,1,29722
2598,2598,0,1,1,26369
2599,2599,0,1,1,21954
2600,2600,0,1,1,16655
2601,2601,0,1,1,10684
2602,2602,0,1,1,4284
2603,2603,0,1,1,-2290
2604,2604,0,1,1,-8771
2605,2605,0,1,1,-14899
2606,2606,0,1,1,-20426
2607,2607,0,1,1,-25131
2608,2608,0,1,1,-28823
2609,2609,0,1,1,-31355
2610,2610,0,1,1,-32623
2611,2611,0,1,1,-32577
2612,2612,0,1,1,-31218
2613,2613,0,1,1,-28602
2614,2614,0,1,1,-24834
2615,2615,0,1,1,-20066
2616,2616,0,1,1,-14489
2617,2617,0,1,1,-8328
2618,2618,0,1,1,-1832
2619,2619,0,1,1,4738
2620,2620,0,1,1,11117
2621,2621,0,1,1,17048
2622,2622,0,1,1,22293
2623,2623,0,1,1,26639
2624,2624,0,1,1,29912
2625,2625,0,1,1,31980
2626,2626,0,1,1,32760
2627,2627,0,1,1,32221
2628,2628,0,1,1,30383
2629,2629,0,1,1,27321
2630,2630,0,1,1,23159
2631,2631,0,1,1,18064
2632,2632,0,1,1,12241
2633,2633,0,1,1,5925
2634,2634,0,1,1,-630
2635,2635,0,1,1,-7159
2636,2636,0,1,1,-13400
2637,2637,0,1,1,-19101
2638,2638,0,1,1,-24033
2639,2639,0,1,1,-27996
2640,2640,0,1,1,-30832
2641,2641,0,1,1,-32426
2642,2642,0,1,1,-32713
2643,2643,0,1,1,-31683
2644,2644,0,1,1,-29376
2645,2645,0,1,1,-25886
2646,2646,0,1,1,-21353
2647,2647,0,1,1,-15960
2648,2648,0,1,1,-9924
2649,2649,0,1,1,-3488
2650,2650,0,1,1,3088
2651,2651,0,1,1,9540
2652,2652,0,1,1,15608
2653,2653,0,1,1,21046
2654,2654,0,1,1,25637
2655,2655,0,1,1,29196
2656,2656,0,1,1,31578
2657,2657,0,1,1,32688
2658,2658,0,1,1,32481
2659,2659,0,1,1,30966
2660,2660,0,1,1,28203
2661,2661,0,1,1,24304
2662,2662,0,1,1,19426
2663,2663,0,1,1,13766
2664,2664,0,1,1,7551
2665,2665,0,1,1,1032
2666,2666,0,1,1,-5529
2667,2667,0,1,1,-11867
2668,2668,0,1,1,-17727
2669,2669,0,1,1,-22873
2670,2670,0,1,1,-27097
2671,2671,0,1,1,-30230
2672,2672,0,1,1,-32145
2673,2673,0,1,1,-32765
2674,2674,0,1,1,-32066
2675,2675,0,1,1,-30074
2676,2676,0,1,1,-26871
2677,2677,0,1,1,-22586
2678,2678,0,1,1,-17390
2679,2679,0,1,1,-11494
2680,2680,0,1,1,-5135
2681,2681,0,1,1,1430
2682,2682,0,1,1,7939
2683,2683,0,1,1,14127
2684,2684,0,1,1,19746
2685,2685,0,1,1,24570
2686,2686,0,1,1,28404
2687,2687,0,1,1,31094
2688,2688,0,1,1,32531
2689,2689,0,1,1,32658
2690,2690,0,1,1,31469
2691,2691,0,1,1,29012
2692,2692,0,1,1,25387
2693,2693,0,1,1,20739
2694,2694,0,1,1,15256
2695,2695,0,1,1,9158
2696,2696,0,1,1,2691
2697,2697,0,1,1,-3885
2698,2698,0,1,1,-10303
2699,2699,0,1,1,-16307
2700,2700,0,1,1,-21654
2701,2701,0,1,1,-26129
2702,2702,0,1,1,-29551
2703,2703,0,1,1,-31782
2704,2704,0,1,1,-32733
2705,2705,0,1,1,-32366
2706,2706,0,1,1,-30695
2707,2707,0,1,1,-27787
2708,2708,0,1,1,-23760
2709,2709,0,1,1,-18776
2710,2710,0,1,1,-13035
2711,2711,0,1,1,-6769
2712,2712,0,1,1,-231
2713,2713,0,1,1,6317
2714,2714,0,1,1,12610
2715,2715,0,1,1,18395
2716,2716,0,1,1,23440
2717,2717,0,1,1,27540
2718,2718,0,1,1,30530
2719,2719,0,1,1,32291
2720,2720,0,1,1,32751
2721,2721,0,1,1,31891
2722,2722,0,1,1,29747
2723,2723,0,1,1,26405
2724,2724,0,1,1,21998
2725,2725,0,1,1,16706
2726,2726,0,1,1,10741
2727,2727,0,1,1,4343
2728,2728,0,1,1,-2230
2729,2729,0,1,1,-8713
2730,2730,0,1,1,-14845
2731,2731,0,1,1,-20380
2732,2732,0,1,1,-25093
2733,2733,0,1,1,-28795
2734,2734,0,1,1,-31337
2735,2735,0,1,1,-32617
2736,2736,0,1,1,-32583
2737,2737,0,1,1,-31237
2738,2738,0,1,1,-28632
2739,2739,0,1,1,-24873
2740,2740,0,1,1,-20113
2741,2741,0,1,1,-14542
2742,2742,0,1,1,-8386
2743,2743,0,1,1,-1892
2744,2744,0,1,1,4679
2745,2745,0,1,1,11061
2746,2746,0,1,1,16997
2747,2747,0,1,1,22249
2748,2748,0,1,1,26604
2749,2749,0,1,1,29888
2750,2750,0,1,1,31967
2751,2751,0,1,1,32759
2752,2752,0,1,1,32232
2753,2753,0,1,1,30405
2754,2754,0,1,1,27354
2755,2755,0,1,1,23201
2756,2756,0,1,1,18114
2757,2757,0,1,1,12296
2758,2758,0,1,1,5984
2759,2759,0,1,1,-570
2760,2760,0,1,1,-7101
2761,2761,0,1,1,-13346
2762,2762,0,1,1,-19053
2763,2763,0,1,1,-23992
2764,2764,0,1,1,-27965
2765,2765,0,1,1,-30812
2766,2766,0,1,1,-32417
2767,2767,0,1,1,-32716
2768,2768,0,1,1,-31698
2769,2769,0,1,1,-29402
2770,2770,0,1,1,-25922
2771,2771,0,1,1,-21398
2772,2772,0,1,1,-16012
2773,2773,0,1,1,-9981
2774,2774,0,1,1,-3548
2775,2775,0,1,1,3029
2776,2776,0,1,1,9483
2777,2777,0,1,1,15555
2778,2778,0,1,1,21001
2779,2779,0,1,1,25600
2780,2780,0,1,1,29169
2781,2781,0,1,1,31562
2782,2782,0,1,1,32684
2783,2783,0,1,1,32489
2784,2784,0,1,1,30985
2785,2785,0,1,1,28234
2786,2786,0,1,1,24344
2787,2787,0,1,1,19475
2788,2788,0,1,1,13820
2789,2789,0,1,1,7609
2790,2790,0,1,1,1091
2791,2791,0,1,1,-5470
2792,2792,0,1,1,-11811
2793,2793,0,1,1,-17677
2794,2794,0,1,1,-22830
2795,2795,0,1,1,-27064
2796,2796,0,1,1,-30207
2797,2797,0,1,1,-32134
2798,2798,0,1,1,-32766
2799,2799,0,1,1,-32078
2800,2800,0,1,1,-30098
2801,2801,0,1,1,-26905
2802,2802,0,1,1,-22629
2803,2803,0,1,1,-17441
2804,2804,0,1,1,-11550
2805,2805,0,1,1,-5194
2806,2806,0,1,1,1371
2807,2807,0,1,1,7881
2808,2808,0,1,1,14073
2809,2809,0,1,1,19699
2810,2810,0,1,1,24531
2811,2811,0,1,1,28374
2812,2812,0,1,1,31075
2813,2813,0,1,1,32524
2814,2814,0,1,1,32663
2815,2815,0,1,1,31486
2816,2816,0,1,1,29040
2817,2817,0,1,1,25425
2818,2818,0,1,1,20785
2819,2819,0,1,1,15308
2820,2820,0,1,1,9215
2821,2821,0,1,1,2750
2822,2822,0,1,1,-3825
2823,2823,0,1,1,-10247
2824,2824,0,1,1,-16255
2825,2825,0,1,1,-21609
2826,2826,0,1,1,-26093
2827,2827,0,1,1,-29525
2828,2828,0,1,1,-31768
2829,2829,0,1,1,-32731
2830,2830,0,1,1,-32375
2831,2831,0,1,1,-30716
2832,2832,0,1,1,-27819
2833,2833,0,1,1,-23801
2834,2834,0,1,1,-18825
2835,2835,0,1,1,-13090
2836,2836,0,1,1,-6828
2837,2837,0,1,1,-291
2838,2838,0,1,1,6258
2839,2839,0,1,1,12555
2840,2840,0,1,1,18346
2841,2841,0,1,1,23398
2842,2842,0,1,1,27507
2843,2843,0,1,1,30508
2844,2844,0,1,1,32281
2845,2845,0,1,1,32752
2846,2846,0,1,1,31905
2847,2847,0,1,1,29772
2848,2848,0,1,1,26440
2849,2849,0,1,1,22043
2850,2850,0,1,1,16757
2851,2851,0,1,1,10797
2852,2852,0,1,1,4402
2853,2853,0,1,1,-2171
2854,2854,0,1,1,-8656
2855,2855,0,1,1,-14792
2856,2856,0,1,1,-20333
2857,2857,0,1,1,-25054
2858,2858,0,1,1,-28766
2859,2859,0,1,1,-31320
2860,2860,0,1,1,-32611
2861,2861,0,1,1,-32589
2862,2862,0,1,1,-31254
2863,2863,0,1,1,-28661
2864,2864,0,1,1,-24912
2865,2865,0,1,1,-20160
2866,2866,0,1,1,-14596
2867,2867,0,1,1,-8444
2868,2868,0,1,1,-1951
2869,2869,0,1,1,4620
2870,2870,0,1,1,11005
2871,2871,0,1,1,16946
2872,2872,0,1,1,22205
2873,2873,0,1,1,26569
2874,2874,0,1,1,29863
2875,2875,0,1,1,31954
2876,2876,0,1,1,32758
2877,2877,0,1,1,32242
2878,2878,0,1,1,30428
2879,2879,0,1,1,27387
2880,2880,0,1,1,23243
2881,2881,0,1,1,18163
2882,2882,0,1,1,12352
2883,2883,0,1,1,6042
2884,2884,0,1,1,-510
2885,2885,0,1,1,-7043
2886,2886,0,1,1,-13291
2887,2887,0,1,1,-19004
2888,2888,0,1,1,-23952
2889,2889,0,1,1,-27934
2890,2890,0,1,1,-30791
2891,2891,0,1,1,-32408
2892,2892,0,1,1,-32720
2893,2893,0,1,1,-31713
2894,2894,0,1,1,-29429
2895,2895,0,1,1,-25959
2896,2896,0,1,1,-21443
2897,2897,0,1,1,-16064
2898,2898,0,1,1,-10038
2899,2899,0,1,1,-3607
2900,2900,0,1,1,2969
2901,2901,0,1,1,9426
2902,2902,0,1,1,15503
2903,2903,0,1,1,20955
2904,2904,0,1,1,25563
2905,2905,0,1,1,29141
2906,2906,0,1,1,31546
2907,2907,0,1,1,32679
2908,2908,0,1,1,32497
2909,2909,0,1,1,31005
2910,2910,0,1,1,28264
2911,2911,0,1,1,24384
2912,2912,0,1,1,19522
2913,2913,0,1,1,13874
2914,2914,0,1,1,7667
2915,2915,0,1,1,1151
2916,2916,0,1,1,-5411
2917,2917,0,1,1,-11756
2918,2918,0,1,1,-17626
2919,2919,0,1,1,-22787
2920,2920,0,1,1,-27030
2921,2921,0,1,1,-30184
2922,2922,0,1,1,-32122
2923,2923,0,1,1,-32766
2924,2924,0,1,1,-32090
2925,2925,0,1,1,-30121
2926,2926,0,1,1,-26939
2927,2927,0,1,1,-22672
2928,2928,0,1,1,-17491
2929,2929,0,1,1,-11606
2930,2930,0,1,1,-5253
2931,2931,0,1,1,1311
2932,2932,0,1,1,7823
2933,2933,0,1,1,14019
2934,2934,0,1,1,19651
2935,2935,0,1,1,24491
2936,2936,0,1,1,28344
2937,2937,0,1,1,31056
2938,2938,0,1,1,32517
2939,2939,0,1,1,32667
2940,2940,0,1,1,31502
2941,2941,0,1,1,29068
2942,2942,0,1,1,25462
2943,2943,0,1,1,20831
2944,2944,0,1,1,15361
2945,2945,0,1,1,9272
2946,2946,0,1,1,2810
2947,2947,0,1,1,-3766
2948,2948,0,1,1,-10190
2949,2949,0,1,1,-16204
2950,2950,0,1,1,-21564
2951,2951,0,1,1,-26056
2952,2952,0,1,1,-29499
2953,2953,0,1,1,-31753
2954,2954,0,1,1,-32728
2955,2955,0,1,1,-32384
2956,2956,0,1,1,-30736
2957,2957,0,1,1,-27850
2958,2958,0,1,1,-23842
2959,2959,0,1,1,-18873
2960,2960,0,1,1,-13144
2961,2961,0,1,1,-6886
2962,2962,0,1,1,-350
2963,2963,0,1,1,6200
2964,2964,0,1,1,12500
2965,2965,0,1,1,18296
2966,2966,0,1,1,23356
2967,2967,0,1,1,27475
2968,2968,0,1,1,30487
2969,2969,0,1,1,32270
2970,2970,0,1,1,32754
2971,2971,0,1,1,31918
2972,2972,0,1,1,29797
2973,2973,0,1,1,26475
2974,2974,0,1,1,22087
2975,2975,0,1,1,16809
2976,2976,0,1,1,10853
2977,2977,0,1,1,4461
2978,2978,0,1,1,-2111
2979,2979,0,1,1,-8598
2980,2980,0,1,1,-14739
2981,2981,0,1,1,-20286
2982,2982,0,1,1,-25016
2983,2983,0,1,1,-28738
2984,2984,0,1,1,-31302
2985,2985,0,1,1,-32606
2986,2986,0,1,1,-32596
2987,2987,0,1,1,-31272
2988,2988,0,1,1,-28689
2989,2989,0,1,1,-24951
2990,2990,0,1,1,-20207
2991,2991,0,1,1,-14649
2992,2992,0,1,1,-8501
2993,2993,0,1,1,-2011
2994,2994,0,1,1,4561
2995,2995,0,1,1,10948
2996,2996,0,1,1,16895
2997,2997,0,1,1,22161
2998,2998,0,1,1,26534
2999,2999,0,1,1,29839
3000,3000,0,1,1,31941
3001,3001,0,1,1,32757
3002,3002,0,1,1,32253
3003,3003,0,1,1,30450
3004,3004,0,1,1,27420
3005,3005,0,1,1,23285
3006,3006,0,1,1,18213
3007,3007,0,1,1,12407
3008,3008,0,1,1,6101
3009,3009,0,1,1,-451
3010,3010,0,1,1,-6984
3011,3011,0,1,1,-13236
3012,3012,0,1,1,-18955
3013,3013,0,1,1,-23911
3014,3014,0,1,1,-27903
3015,3015,0,1,1,-30771
3016,3016,0,1,1,-32400
3017,3017,0,1,1,-32723
